step,level_index_c_dist,level_index_c_prox,level_index_ny_dist,level_index_ny_prox,level_index_py_dist,level_index_py_prox,level_thumb_c_dist,level_thumb_c_prox,level_thumb_ny_dist,level_thumb_ny_prox,level_thumb_py_dist,level_thumb_py_prox,level_middle_c_dist,level_middle_c_prox,level_middle_ny_dist,level_middle_ny_prox,level_middle_py_dist,level_middle_py_prox,level_ring_c_dist,level_ring_c_prox,level_ring_ny_dist,level_ring_ny_prox,level_ring_py_dist,level_ring_py_prox,filt_index_c_dist,filt_index_c_prox,filt_index_ny_dist,filt_index_ny_prox,filt_index_py_dist,filt_index_py_prox,filt_thumb_c_dist,filt_thumb_c_prox,filt_thumb_ny_dist,filt_thumb_ny_prox,filt_thumb_py_dist,filt_thumb_py_prox,filt_middle_c_dist,filt_middle_c_prox,filt_middle_ny_dist,filt_middle_ny_prox,filt_middle_py_dist,filt_middle_py_prox,filt_ring_c_dist,filt_ring_c_prox,filt_ring_ny_dist,filt_ring_ny_prox,filt_ring_py_dist,filt_ring_py_prox,tot_index,tot_thumb,tot_middle,tot_ring
235,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.23,0.08,0.79,1.65,1.79,1.96,0.0,0.09,0.0,0.06,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,2.66,2.47,0.0,0.0,0.17,0.08,8.8,1.0,0.0,6.7
236,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.23,0.11,0.55,1.46,1.93,2.03,0.0,0.06,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3.07,2.46,0.0,0.0,0.12,0.06,5.9,0.7,0.0,6.5
237,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0.16,0.21,0.39,1.68,1.35,3.0,0.0,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,4.6,0.0,0.0,0.08,0.05,7.9,1.2,0.0,9.6
238,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0.11,0.35,0.27,1.18,0.95,3.68,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.64,0.0,0.0,0.06,0.32,5.9,0.3,0.0,5.7
239,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0.19,0.32,0.19,1.0,1.29,3.18,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,3.8,0.0,0.0,0.04,0.31,5.3,1.0,0.1,2.1
240,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.2,0.26,0.19,0.78,1.15,2.49,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.74,3.71,0.0,0.0,0.03,0.24,2.6,1.4,0.1,3.6
241,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.17,0.2,0.19,0.62,0.92,1.88,0.0,0.01,0.0,0.43,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.03,1.02,2.93,0.0,0.0,0.09,0.18,1.4,1.4,0.2,3.1
242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.12,0.14,0.13,0.43,0.64,1.32,0.0,0.01,0.0,0.8,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.26,0.85,2.18,0.0,0.0,0.09,0.14,0.0,1.7,1.8,1.0
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08,0.1,0.1,0.31,0.45,0.93,0.0,0.27,0.0,0.69,0.0,0.01,0.0,0.42,0.0,0.0,0.0,0.36,0.6,1.53,0.0,0.0,0.07,0.09,0.1,1.3,1.2,0.0
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.06,0.08,0.14,0.37,0.32,0.72,0.0,0.38,0.0,0.62,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.27,0.42,1.07,0.0,0.0,0.05,0.07,1.1,1.3,0.1,0.0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.09,0.38,0.87,0.22,0.51,0.0,0.4,0.0,0.49,0.0,0.08,0.0,0.21,0.0,0.0,0.0,0.19,0.29,0.75,0.0,0.0,0.03,0.05,3.1,0.8,0.0,0.0
246,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.08,1.02,1.0,0.16,0.35,0.0,0.49,0.0,0.39,0.0,0.09,0.0,0.15,0.0,0.0,0.0,0.13,0.2,0.52,0.0,0.0,0.02,0.03,4.0,1.0,0.0,0.0
247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.07,1.15,0.96,0.11,0.56,0.0,0.58,0.0,0.31,0.0,0.08,0.0,0.1,0.0,0.0,0.0,0.09,0.14,0.37,0.0,0.0,0.02,0.02,3.8,1.0,0.0,0.0
248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.05,1.18,0.91,0.15,0.72,0.0,0.41,0.0,0.51,0.0,0.05,0.0,0.07,0.0,0.0,0.0,0.07,0.14,0.3,0.0,0.0,0.01,0.02,3.6,1.0,0.0,0.3
249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.04,1.14,0.88,0.23,0.81,0.0,0.29,0.0,0.65,0.0,0.04,0.0,0.05,0.0,0.0,0.0,0.05,0.59,0.94,0.0,0.0,0.01,0.06,3.4,1.0,0.0,4.2
250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.13,0.03,1.03,0.85,0.34,0.81,0.0,0.2,0.0,0.83,0.0,0.03,0.0,0.06,0.0,0.0,0.0,0.07,1.25,1.55,0.0,0.0,0.02,0.06,3.1,1.2,0.2,5.9
251,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.12,0.03,1.33,1.26,0.87,1.14,0.0,0.14,0.0,0.58,0.0,0.02,0.0,0.81,0.0,0.0,0.0,0.9,1.58,1.84,0.0,0.0,0.07,0.07,8.4,1.1,5.4,5.1
252,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.13,0.03,1.43,1.55,1.36,1.39,0.0,0.1,0.0,0.4,0.0,0.01,0.0,0.95,0.0,0.0,0.0,0.99,2.25,2.23,0.0,0.0,0.09,0.06,8.5,0.9,2.5,7.1
253,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.15,0.04,1.51,1.79,1.84,1.63,0.0,0.07,0.0,0.28,0.0,0.01,0.0,0.66,0.0,0.0,0.0,0.69,2.45,2.38,0.0,0.0,0.12,0.05,9.5,1.2,0.0,5.9
254,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.22,0.07,1.44,1.78,2.27,1.95,0.0,0.05,0.0,0.2,0.0,0.01,0.0,0.46,0.0,0.0,0.0,0.49,2.57,2.4,0.0,0.0,0.14,0.05,9.5,1.3,0.0,5.5
255,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.34,0.16,1.01,1.25,2.6,2.29,0.0,0.03,0.0,0.14,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.34,2.88,2.42,0.0,0.0,0.15,0.04,7.4,0.5,0.0,6.3
256,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.41,0.22,0.71,0.87,3.04,2.59,0.0,0.02,0.0,0.1,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.24,2.83,2.26,0.0,0.0,0.16,0.03,8.3,1.2,0.0,4.8
257,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.4,0.24,0.49,0.61,2.73,2.34,0.0,0.02,0.0,0.07,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.17,3.08,2.21,0.0,0.0,0.11,0.03,4.5,0.5,0.0,5.7
258,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.41,0.26,0.35,0.43,2.64,2.29,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.11,0.0,0.01,0.0,0.12,2.99,2.04,0.0,0.0,0.08,0.02,5.3,1.1,0.0,4.5
259,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.43,0.27,0.24,0.3,2.65,2.33,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.08,0.0,0.03,0.0,0.08,2.8,1.87,0.0,0.0,0.05,0.02,5.9,1.2,0.1,3.9
260,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.35,0.21,0.26,0.34,2.14,1.9,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.11,0.0,0.02,0.0,0.06,2.56,1.73,0.0,0.0,0.04,0.03,2.8,1.6,0.2,3.5
261,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.26,0.16,0.25,0.32,1.59,1.45,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.1,0.0,0.02,0.0,0.05,2.18,1.5,0.0,0.0,0.11,0.04,1.3,1.5,0.1,2.5
262,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.19,0.11,0.21,0.27,1.13,1.05,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.55,0.0,0.01,0.0,0.47,1.67,1.2,0.0,0.0,0.13,0.04,0.5,1.6,3.0,1.2
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.14,0.08,0.19,0.23,0.83,0.77,0.0,0.32,0.0,0.42,0.0,0.0,0.0,0.47,0.0,0.01,0.0,0.45,1.17,0.84,0.0,0.0,0.09,0.03,0.5,1.3,0.7,0.0
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.06,0.5,0.38,0.58,0.54,0.0,0.4,0.0,0.37,0.0,0.01,0.0,0.33,0.0,0.01,0.0,0.32,0.82,0.59,0.0,0.0,0.06,0.02,2.0,0.9,0.0,0.0
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0.85,0.45,0.4,0.38,0.0,0.42,0.0,0.3,0.0,0.02,0.0,0.23,0.0,0.0,0.0,0.23,0.57,0.41,0.0,0.0,0.04,0.01,2.4,0.7,0.0,0.0
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.04,1.0,0.48,0.28,0.26,0.0,0.53,0.0,0.26,0.0,0.03,0.0,0.16,0.0,0.0,0.0,0.16,0.4,0.29,0.0,0.0,0.03,0.01,2.3,1.0,0.0,0.0
267,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.04,1.27,0.57,0.2,0.18,0.0,0.7,0.0,0.22,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.11,0.28,0.2,0.0,0.0,0.02,0.01,3.1,1.3,0.0,0.0
268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.03,1.41,0.57,0.14,0.68,0.0,0.49,0.0,0.41,0.0,0.02,0.0,0.08,0.0,0.0,0.0,0.08,0.56,0.7,0.0,0.0,0.02,0.05,4.4,0.9,0.0,3.2
269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0.02,1.29,0.54,0.23,0.78,0.0,0.35,0.0,0.67,0.0,0.01,0.0,0.07,0.0,0.0,0.0,0.07,0.83,1.42,0.0,0.0,0.01,0.08,3.0,1.3,0.1,4.7
270,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.17,0.01,1.24,0.59,0.36,0.85,0.0,0.24,0.0,0.84,0.0,0.01,0.0,0.22,0.0,0.0,0.0,0.3,1.49,1.81,0.0,0.0,0.1,0.08,3.6,1.2,1.4,6.1
271,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0.14,0.01,1.49,0.79,0.71,1.14,0.0,0.17,0.0,0.59,0.0,0.01,0.0,1.04,0.0,0.0,0.0,1.2,1.71,1.93,0.0,0.0,0.17,0.09,6.8,1.1,6.3,4.9
272,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.12,0.01,1.37,0.86,0.75,1.11,0.0,0.12,0.0,0.41,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.84,2.3,2.27,0.0,0.0,0.2,0.09,4.1,1.1,0.0,7.1
273,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.12,0.01,1.59,1.21,1.12,1.32,0.0,0.08,0.0,0.29,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.59,2.29,2.24,0.0,0.0,0.22,0.08,8.0,1.4,0.0,4.7
274,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.12,0.01,1.54,1.34,1.23,1.39,0.0,0.06,0.0,0.2,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.41,2.49,2.26,0.0,0.0,0.23,0.06,6.2,0.6,0.0,5.5
275,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.13,0.02,1.46,1.41,1.38,1.47,0.0,0.04,0.0,0.14,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.29,2.94,2.32,0.0,0.0,0.23,0.05,6.4,0.7,0.0,6.7
276,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.17,0.05,1.24,1.28,1.55,1.57,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.2,3.79,2.42,0.0,0.0,0.23,0.04,5.8,1.0,0.0,8.7
277,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.23,0.1,1.07,0.89,1.8,1.72,0.0,0.02,0.0,0.07,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,3.69,2.31,0.0,0.0,0.16,0.03,5.7,1.2,0.0,5.5
278,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.25,0.12,0.75,0.63,1.72,1.63,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.1,3.8,2.28,0.0,0.0,0.11,0.03,3.5,0.2,0.0,6.3
279,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0.33,0.17,0.53,0.44,2.14,1.86,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.07,2.66,2.63,0.0,0.0,0.08,0.13,6.3,1.2,0.0,3.8
280,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.35,0.17,0.37,0.31,2.24,1.85,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.05,1.86,2.74,0.0,0.0,0.05,0.19,4.9,1.0,0.0,3.4
281,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.29,0.13,0.37,0.4,1.91,1.55,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.03,1.82,2.25,0.0,0.0,0.04,0.14,3.2,1.6,0.1,2.9
282,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.22,0.1,0.37,0.45,1.51,1.24,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.03,1.37,1.65,0.0,0.0,0.04,0.1,2.1,1.4,0.1,0.6
283,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.16,0.07,0.32,0.38,1.1,0.93,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.05,0.96,1.15,0.0,0.0,0.03,0.07,0.8,1.7,0.2,0.0
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.05,0.32,0.32,0.86,0.74,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.34,0.0,0.01,0.0,0.48,0.67,0.81,0.0,0.0,0.02,0.05,1.2,1.6,2.5,0.0
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.04,0.79,0.4,0.6,0.52,0.0,0.14,0.0,0.7,0.0,0.01,0.0,0.24,0.0,0.01,0.0,0.34,0.47,0.57,0.0,0.0,0.01,0.04,2.5,0.8,0.0,0.0
286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.03,1.44,0.46,0.42,0.36,0.0,0.22,0.0,0.58,0.0,0.02,0.0,0.17,0.0,0.01,0.0,0.24,0.33,0.4,0.0,0.0,0.01,0.02,3.8,0.7,0.0,0.0
287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.02,1.42,0.4,0.3,0.25,0.0,0.35,0.0,0.5,0.0,0.02,0.0,0.12,0.0,0.0,0.0,0.17,0.23,0.28,0.0,0.0,0.01,0.02,2.0,1.0,0.0,0.0
288,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.02,1.71,0.43,0.21,0.18,0.0,0.24,0.0,0.68,0.0,0.01,0.0,0.13,0.0,0.0,0.0,0.16,0.16,0.19,0.0,0.0,0.01,0.01,3.3,1.1,0.3,0.0
289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.01,1.7,0.42,0.33,0.6,0.0,0.17,0.0,0.99,0.0,0.01,0.0,0.36,0.0,0.0,0.0,0.43,0.11,0.14,0.0,0.0,0.0,0.01,4.4,1.7,2.0,0.0
290,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.01,1.5,0.42,0.42,0.65,0.0,0.12,0.0,1.38,0.0,0.01,0.0,0.31,0.0,0.0,0.0,0.38,0.08,0.1,0.0,0.0,0.0,0.01,2.9,2.3,0.5,0.0
291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.01,1.38,0.51,0.57,0.67,0.0,0.08,0.0,0.97,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.53,0.15,0.14,0.0,0.0,0.03,0.02,3.5,1.8,1.5,0.7
292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.0,1.27,0.64,0.71,0.65,0.0,0.06,0.0,0.68,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.37,0.72,0.47,0.0,0.0,0.17,0.05,3.7,1.4,0.0,3.9
293,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.09,0.0,1.17,0.81,0.86,0.67,0.0,0.04,0.0,0.47,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.26,1.29,0.67,0.0,0.0,0.29,0.07,4.1,1.3,0.0,4.4
294,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0.01,1.21,1.11,1.18,0.84,0.0,0.03,0.0,0.33,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.18,1.77,0.8,0.0,0.0,0.42,0.08,6.4,1.0,0.0,4.8
295,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.15,0.02,1.16,1.26,1.6,1.08,0.0,0.02,0.0,0.23,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.13,2.59,0.89,0.0,0.0,0.56,0.09,7.2,0.7,0.0,6.7
296,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.25,0.07,1.05,0.88,2.07,1.42,0.0,0.01,0.0,0.16,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.09,1.81,1.68,0.0,0.0,0.39,0.25,6.8,0.6,0.0,4.1
297,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.31,0.12,0.73,0.62,1.99,1.4,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.06,1.27,3.14,0.0,0.0,0.28,0.64,3.8,0.7,0.0,8.1
298,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.41,0.18,0.51,0.43,2.22,1.55,0.0,0.01,0.0,0.08,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.04,0.89,2.49,0.0,0.0,0.19,1.75,5.6,0.3,0.0,5.3
299,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.52,0.24,0.36,0.3,2.31,1.61,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.03,0.62,2.26,0.0,0.0,0.13,2.45,5.4,0.9,0.0,5.8
300,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.57,0.24,0.25,0.21,2.45,1.64,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.25,0.0,0.02,0.44,1.88,0.0,0.0,0.09,2.73,5.4,1.1,0.8,4.4
301,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.46,0.18,0.24,0.15,2.02,1.36,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.29,0.0,0.18,0.0,0.01,0.31,2.18,0.0,0.0,0.07,2.33,2.1,1.3,1.0,4.3
302,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.33,0.12,0.23,0.2,1.5,1.02,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.38,0.0,0.13,0.0,0.13,0.51,1.64,0.0,0.0,0.23,1.67,1.1,1.6,1.0,2.1
303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.24,0.09,0.19,0.17,1.09,0.74,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.4,0.0,0.09,0.0,0.25,0.47,1.2,0.0,0.0,0.21,1.18,0.5,0.5,1.0,0.8
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.06,0.2,0.15,0.82,0.59,0.0,0.05,0.0,0.39,0.0,0.0,0.0,0.45,0.0,0.06,0.0,0.34,0.33,0.85,0.0,0.0,0.16,0.83,0.8,0.4,1.1,0.1
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.05,0.59,0.45,0.58,0.41,0.0,0.18,0.0,0.51,0.0,0.06,0.0,0.4,0.0,0.04,0.0,0.46,0.24,0.6,0.0,0.0,0.11,0.58,2.7,1.5,1.0,0.0
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.03,0.98,0.37,0.4,0.29,0.0,0.34,0.0,0.74,0.0,0.16,0.0,0.35,0.0,0.03,0.0,0.47,0.17,0.42,0.0,0.0,0.08,0.41,2.1,2.4,0.8,0.0
307,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.02,1.03,0.3,0.28,0.2,0.0,0.48,0.0,0.84,0.0,0.11,0.0,0.25,0.0,0.02,0.0,0.34,0.12,0.29,0.0,0.0,0.06,0.29,1.6,1.9,0.1,0.0
308,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.02,1.19,0.27,0.2,0.14,0.0,0.34,0.0,1.13,0.0,0.08,0.0,0.18,0.0,0.02,0.0,0.24,0.08,0.21,0.0,0.0,0.04,0.2,2.2,1.8,0.0,0.0
309,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.01,1.44,0.27,0.14,0.8,0.0,0.24,0.0,1.31,0.0,0.05,0.0,0.13,0.0,0.01,0.0,0.17,0.06,0.14,0.0,0.0,0.03,0.14,4.9,1.7,0.0,0.0
310,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.01,1.5,0.28,0.4,1.03,0.0,0.17,0.0,1.63,0.0,0.04,0.0,0.09,0.0,0.01,0.0,0.12,0.04,0.1,0.0,0.0,0.02,0.1,4.7,2.4,0.0,0.0
311,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.01,1.36,0.31,0.37,1.01,0.0,0.12,0.0,1.87,0.0,0.03,0.0,0.06,0.0,0.01,0.0,0.08,0.07,0.1,0.0,0.0,0.02,0.07,2.8,2.4,0.0,0.3
312,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.0,1.41,0.4,0.43,1.13,0.0,0.08,0.0,1.69,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.06,0.87,0.53,0.0,0.0,0.17,0.07,4.2,1.3,0.0,4.8
313,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.13,0.0,1.18,0.42,0.37,0.97,0.0,0.06,0.0,1.58,0.0,0.01,0.0,0.46,0.0,0.0,0.0,0.59,1.79,0.83,0.0,0.0,0.28,0.07,2.0,1.3,3.2,6.1
314,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0.12,0.01,1.08,0.56,0.38,0.94,0.0,0.04,0.0,1.37,0.0,0.01,0.0,1.02,0.0,0.0,0.0,1.18,2.86,0.98,0.0,0.0,0.32,0.06,3.1,0.9,4.9,7.1
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.12,0.01,0.99,0.68,0.45,0.94,0.0,0.03,0.0,0.96,0.0,0.01,0.0,0.74,0.0,0.0,0.0,0.85,3.53,1.03,0.0,0.0,0.35,0.05,3.4,1.6,0.2,6.7
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.09,0.01,0.74,0.54,0.37,0.73,0.0,0.02,0.0,0.67,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.59,4.7,1.0,0.0,0.0,0.48,0.04,0.9,0.9,0.0,9.1
317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.13,0.03,0.89,0.84,0.87,1.07,0.0,0.01,0.0,0.47,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.41,5.44,0.96,0.0,0.0,0.34,0.05,7.0,0.8,0.0,8.1
